Request id,Date,Request time,Dropoff time,Pickup point,Driver id,Status
1500,12-07-2016,05:22:34,NA,City,165,Cancelled
1501,12-07-2016,05:25:26,6:30:14 AM,City,35,Trip Completed
1502,12-07-2016,05:26:53,NA,City,24,Cancelled
1503,12-07-2016,05:26:53,NA,City,159,Cancelled
1504,12-07-2016,05:26:53,5:57:07 AM,Airport,244,Trip Completed
1505,12-07-2016,05:28:19,NA,City,129,Cancelled
1506,12-07-2016,05:28:19,NA,City,223,Cancelled
1507,12-07-2016,05:29:46,NA,City,144,Cancelled
1508,12-07-2016,05:29:46,6:24:29 AM,Airport,249,Trip Completed
1509,12-07-2016,05:31:12,NA,City,228,Cancelled
1510,12-07-2016,05:31:12,6:11:31 AM,Airport,248,Trip Completed
1511,12-07-2016,05:31:12,NA,City,272,Cancelled
1512,12-07-2016,05:32:38,NA,City,NA,No Cars Available
1513,12-07-2016,05:32:38,NA,City,66,Cancelled
1514,12-07-2016,05:32:38,6:08:38 AM,Airport,82,Trip Completed
1515,12-07-2016,05:32:38,6:08:38 AM,City,259,Trip Completed
1516,12-07-2016,05:32:38,NA,City,266,Cancelled
1517,12-07-2016,05:34:05,6:14:24 AM,Airport,6,Trip Completed
1518,12-07-2016,05:35:31,6:25:55 AM,City,167,Trip Completed
1519,12-07-2016,05:35:31,6:08:38 AM,Airport,237,Trip Completed
1520,12-07-2016,05:36:58,NA,City,45,Cancelled
1521,12-07-2016,05:36:58,NA,City,230,Cancelled
1522,12-07-2016,05:38:24,NA,City,NA,No Cars Available
1523,12-07-2016,05:38:24,NA,City,NA,No Cars Available
1524,12-07-2016,05:38:24,6:50:24 AM,City,96,Trip Completed
1525,12-07-2016,05:38:24,6:30:14 AM,City,183,Trip Completed
1526,12-07-2016,05:38:24,6:34:34 AM,City,238,Trip Completed
1527,12-07-2016,05:41:17,6:56:10 AM,Airport,202,Trip Completed
1528,12-07-2016,05:42:43,6:20:10 AM,City,54,Trip Completed
1529,12-07-2016,05:42:43,6:34:34 AM,City,133,Trip Completed
1530,12-07-2016,05:44:10,NA,City,NA,No Cars Available
1531,12-07-2016,05:44:10,NA,City,36,Cancelled
1532,12-07-2016,05:44:10,NA,City,69,Cancelled
1533,12-07-2016,05:45:36,6:20:10 AM,City,49,Trip Completed
1534,12-07-2016,05:45:36,6:43:12 AM,Airport,212,Trip Completed
1535,12-07-2016,05:47:02,NA,City,NA,No Cars Available
1536,12-07-2016,05:47:02,6:48:58 AM,Airport,12,Trip Completed
1537,12-07-2016,05:47:02,NA,City,220,Cancelled
1538,12-07-2016,05:48:29,NA,City,NA,No Cars Available
1539,12-07-2016,05:49:55,NA,City,28,Cancelled
1540,12-07-2016,05:49:55,6:40:19 AM,Airport,201,Trip Completed
1541,12-07-2016,05:49:55,NA,City,205,Cancelled
1542,12-07-2016,05:51:22,NA,City,NA,No Cars Available
1543,12-07-2016,05:51:22,NA,City,58,Cancelled
1544,12-07-2016,05:51:22,NA,City,157,Cancelled
1545,12-07-2016,05:51:22,NA,Airport,270,Cancelled
1546,12-07-2016,05:52:48,NA,City,NA,No Cars Available
1547,12-07-2016,05:54:14,NA,City,NA,No Cars Available
1548,12-07-2016,05:54:14,6:57:36 AM,Airport,100,Trip Completed
1549,12-07-2016,05:55:41,NA,City,166,Cancelled
1550,12-07-2016,05:55:41,7:10:34 AM,Airport,180,Trip Completed
1551,12-07-2016,05:55:41,6:41:46 AM,City,210,Trip Completed
1552,12-07-2016,05:57:07,NA,City,NA,No Cars Available
1553,12-07-2016,05:57:07,6:57:36 AM,City,23,Trip Completed
1554,12-07-2016,05:57:07,6:28:48 AM,City,35,Trip Completed
1555,12-07-2016,05:58:34,NA,Airport,136,Cancelled
1556,12-07-2016,06:00:00,NA,City,NA,No Cars Available
1557,12-07-2016,06:00:00,NA,City,83,Cancelled
1558,12-07-2016,06:00:00,NA,City,185,Cancelled
1559,12-07-2016,06:00:00,6:41:46 AM,Airport,196,Trip Completed
1560,12-07-2016,06:00:00,NA,City,268,Cancelled
1561,12-07-2016,06:01:26,NA,City,149,Cancelled
1562,12-07-2016,06:02:53,7:07:41 AM,Airport,46,Trip Completed
1563,12-07-2016,06:05:46,7:20:38 AM,Airport,90,Trip Completed
1564,12-07-2016,06:05:46,7:03:22 AM,City,151,Trip Completed
1565,12-07-2016,06:07:12,7:20:38 AM,Airport,98,Trip Completed
1566,12-07-2016,06:08:38,NA,City,38,Cancelled
1567,12-07-2016,06:10:05,7:03:22 AM,Airport,4,Trip Completed
1568,12-07-2016,06:10:05,6:40:19 AM,City,40,Trip Completed
1569,12-07-2016,06:10:05,NA,City,190,Cancelled
1570,12-07-2016,06:11:31,NA,Airport,NA,No Cars Available
1571,12-07-2016,06:11:31,7:23:31 AM,Airport,129,Trip Completed
1572,12-07-2016,06:11:31,NA,City,206,Cancelled
1573,12-07-2016,06:11:31,7:19:12 AM,Airport,247,Trip Completed
1574,12-07-2016,06:12:58,7:01:55 AM,Airport,161,Trip Completed
1575,12-07-2016,06:12:58,NA,City,283,Cancelled
1576,12-07-2016,06:14:24,7:29:17 AM,City,57,Trip Completed
1577,12-07-2016,06:14:24,7:23:31 AM,Airport,278,Trip Completed
1578,12-07-2016,06:14:24,7:29:17 AM,Airport,282,Trip Completed
1579,12-07-2016,06:15:50,NA,City,NA,No Cars Available
1580,12-07-2016,06:15:50,NA,City,NA,No Cars Available
1581,12-07-2016,06:15:50,7:14:53 AM,Airport,259,Trip Completed
1582,12-07-2016,06:15:50,NA,City,290,Cancelled
1583,12-07-2016,06:17:17,NA,City,NA,No Cars Available
1584,12-07-2016,06:17:17,7:06:14 AM,Airport,29,Trip Completed
1585,12-07-2016,06:17:17,7:19:12 AM,Airport,76,Trip Completed
1586,12-07-2016,06:18:43,NA,City,NA,No Cars Available
1587,12-07-2016,06:18:43,7:32:10 AM,Airport,71,Trip Completed
1588,12-07-2016,06:18:43,7:07:41 AM,City,174,Trip Completed
1589,12-07-2016,06:20:10,NA,City,97,Cancelled
1590,12-07-2016,06:23:02,NA,City,NA,No Cars Available
1591,12-07-2016,06:23:02,NA,City,261,Cancelled
1592,12-07-2016,06:23:02,7:35:02 AM,City,270,Trip Completed
1593,12-07-2016,06:24:29,NA,City,NA,No Cars Available
1594,12-07-2016,06:24:29,NA,City,215,Cancelled
1595,12-07-2016,06:24:29,6:59:02 AM,Airport,268,Trip Completed
1596,12-07-2016,06:25:55,7:19:12 AM,Airport,36,Trip Completed
1597,12-07-2016,06:27:22,7:35:02 AM,City,120,Trip Completed
1598,12-07-2016,06:27:22,7:22:05 AM,Airport,230,Trip Completed
1599,12-07-2016,06:27:22,NA,City,246,Cancelled
1600,12-07-2016,06:28:48,7:03:22 AM,City,158,Trip Completed
1601,12-07-2016,06:28:48,NA,City,255,Cancelled
1602,12-07-2016,06:30:14,NA,City,NA,No Cars Available
1603,12-07-2016,06:30:14,NA,City,47,Cancelled
1604,12-07-2016,06:30:14,NA,City,84,Cancelled
1605,12-07-2016,06:31:41,NA,City,NA,No Cars Available
1606,12-07-2016,06:31:41,7:42:14 AM,Airport,294,Trip Completed
1607,12-07-2016,06:33:07,NA,City,177,Cancelled
1608,12-07-2016,06:34:34,NA,City,NA,No Cars Available
1609,12-07-2016,06:34:34,NA,City,NA,No Cars Available
1610,12-07-2016,06:34:34,NA,City,NA,No Cars Available
1611,12-07-2016,06:34:34,7:35:02 AM,City,38,Trip Completed
1612,12-07-2016,06:36:00,7:27:50 AM,Airport,174,Trip Completed
1613,12-07-2016,06:37:26,NA,City,27,Cancelled
1614,12-07-2016,06:38:53,7:24:58 AM,Airport,141,Trip Completed
1615,12-07-2016,06:40:19,NA,City,24,Cancelled
1616,12-07-2016,06:40:19,NA,City,277,Cancelled
1617,12-07-2016,06:40:19,7:13:26 AM,Airport,286,Trip Completed
1618,12-07-2016,06:41:46,NA,City,116,Cancelled
1619,12-07-2016,06:41:46,NA,City,206,Cancelled
1620,12-07-2016,06:43:12,NA,City,40,Cancelled
1621,12-07-2016,06:43:12,NA,City,242,Cancelled
1622,12-07-2016,06:44:38,NA,City,NA,No Cars Available
1623,12-07-2016,06:46:05,NA,City,167,Cancelled
1624,12-07-2016,06:47:31,NA,Airport,NA,No Cars Available
1625,12-07-2016,06:47:31,7:37:55 AM,City,52,Trip Completed
1626,12-07-2016,06:47:31,7:40:48 AM,Airport,97,Trip Completed
1627,12-07-2016,06:48:58,NA,City,277,Cancelled
1628,12-07-2016,06:50:24,8:02:24 AM,Airport,128,Trip Completed
1629,12-07-2016,06:50:24,7:43:41 AM,Airport,261,Trip Completed
1630,12-07-2016,06:50:24,NA,City,287,Cancelled
1631,12-07-2016,06:51:50,NA,City,NA,No Cars Available
1632,12-07-2016,06:53:17,NA,City,187,Cancelled
1633,12-07-2016,06:53:17,7:53:46 AM,Airport,265,Trip Completed
1634,12-07-2016,06:57:36,7:49:26 AM,Airport,65,Trip Completed
1635,12-07-2016,06:59:02,8:05:17 AM,City,46,Trip Completed
1636,12-07-2016,06:59:02,7:37:55 AM,Airport,136,Trip Completed
1637,12-07-2016,07:01:55,8:06:43 AM,Airport,48,Trip Completed
1638,12-07-2016,07:01:55,7:36:29 AM,City,86,Trip Completed
1639,12-07-2016,07:03:22,NA,City,NA,No Cars Available
1640,12-07-2016,07:04:48,NA,City,165,Cancelled
1641,12-07-2016,07:04:48,NA,City,299,Cancelled
1642,12-07-2016,07:06:14,NA,City,30,Cancelled
1643,12-07-2016,07:06:14,7:56:38 AM,Airport,30,Trip Completed
1644,12-07-2016,07:06:14,7:50:53 AM,Airport,143,Trip Completed
1645,12-07-2016,07:06:14,8:19:41 AM,City,248,Trip Completed
1646,12-07-2016,07:07:41,NA,City,NA,No Cars Available
1647,12-07-2016,07:07:41,7:42:14 AM,Airport,195,Trip Completed
1648,12-07-2016,07:09:07,NA,City,17,Cancelled
1649,12-07-2016,07:09:07,NA,City,39,Cancelled
1650,12-07-2016,07:10:34,NA,City,180,Cancelled
1651,12-07-2016,07:12:00,7:46:34 AM,Airport,81,Trip Completed
1652,12-07-2016,07:12:00,8:19:41 AM,Airport,236,Trip Completed
1653,12-07-2016,07:13:26,NA,City,84,Cancelled
1654,12-07-2016,07:13:26,7:52:19 AM,Airport,175,Trip Completed
1655,12-07-2016,07:14:53,NA,Airport,269,Cancelled
1656,12-07-2016,07:16:19,8:24:00 AM,City,82,Trip Completed
1657,12-07-2016,07:16:19,8:00:58 AM,Airport,150,Trip Completed
1658,12-07-2016,07:16:19,8:28:19 AM,Airport,228,Trip Completed
1659,12-07-2016,07:16:19,8:06:43 AM,City,296,Trip Completed
1660,12-07-2016,07:17:46,NA,City,118,Cancelled
1661,12-07-2016,07:19:12,NA,City,83,Cancelled
1662,12-07-2016,07:19:12,8:25:26 AM,City,276,Trip Completed
1663,12-07-2016,07:22:05,8:12:29 AM,Airport,132,Trip Completed
1664,12-07-2016,07:23:31,8:34:05 AM,Airport,78,Trip Completed
1665,12-07-2016,07:24:58,8:25:26 AM,Airport,270,Trip Completed
1666,12-07-2016,07:26:24,8:32:38 AM,City,177,Trip Completed
1667,12-07-2016,07:26:24,7:56:38 AM,City,182,Trip Completed
1668,12-07-2016,07:26:24,NA,City,206,Cancelled
1669,12-07-2016,07:26:24,NA,City,224,Cancelled
1670,12-07-2016,07:26:24,NA,City,269,Cancelled
1671,12-07-2016,07:27:50,8:36:58 AM,Airport,54,Trip Completed
1672,12-07-2016,07:27:50,8:05:17 AM,City,130,Trip Completed
1673,12-07-2016,07:29:17,NA,City,NA,No Cars Available
1674,12-07-2016,07:29:17,NA,City,126,Cancelled
1675,12-07-2016,07:29:17,8:09:36 AM,Airport,244,Trip Completed
1676,12-07-2016,07:30:43,8:31:12 AM,Airport,28,Trip Completed
1677,12-07-2016,07:30:43,8:08:10 AM,City,87,Trip Completed
1678,12-07-2016,07:30:43,NA,City,138,Cancelled
1679,12-07-2016,07:30:43,8:12:29 AM,City,168,Trip Completed
1680,12-07-2016,07:33:36,8:34:05 AM,City,234,Trip Completed
1681,12-07-2016,07:35:02,8:32:38 AM,Airport,66,Trip Completed
1682,12-07-2016,07:35:02,8:31:12 AM,City,155,Trip Completed
1683,12-07-2016,07:36:29,NA,City,131,Cancelled
1684,12-07-2016,07:36:29,NA,City,274,Cancelled
1685,12-07-2016,07:37:55,NA,City,NA,No Cars Available
1686,12-07-2016,07:37:55,8:51:22 AM,City,263,Trip Completed
1687,12-07-2016,07:39:22,NA,City,8,Cancelled
1688,12-07-2016,07:39:22,8:12:29 AM,City,152,Trip Completed
1689,12-07-2016,07:39:22,8:21:07 AM,Airport,160,Trip Completed
1690,12-07-2016,07:39:22,8:45:36 AM,Airport,298,Trip Completed
1691,12-07-2016,07:40:48,NA,City,13,Cancelled
1692,12-07-2016,07:40:48,8:48:29 AM,Airport,23,Trip Completed
1693,12-07-2016,07:40:48,NA,Airport,286,Cancelled
1694,12-07-2016,07:42:14,8:41:17 AM,City,112,Trip Completed
1695,12-07-2016,07:45:07,NA,City,84,Cancelled
1696,12-07-2016,07:46:34,8:28:19 AM,Airport,13,Trip Completed
1697,12-07-2016,07:46:34,NA,City,139,Cancelled
1698,12-07-2016,07:48:00,8:41:17 AM,City,45,Trip Completed
1699,12-07-2016,07:48:00,NA,City,114,Cancelled
1700,12-07-2016,07:48:00,NA,City,186,Cancelled
1701,12-07-2016,07:49:26,8:39:50 AM,City,178,Trip Completed
1702,12-07-2016,07:49:26,NA,City,210,Cancelled
1703,12-07-2016,07:49:26,NA,City,260,Cancelled
1704,12-07-2016,07:50:53,NA,City,77,Cancelled
1705,12-07-2016,07:53:46,8:48:29 AM,City,197,Trip Completed
1706,12-07-2016,07:55:12,8:57:07 AM,City,199,Trip Completed
1707,12-07-2016,07:55:12,NA,City,206,Cancelled
1708,12-07-2016,07:56:38,8:26:53 AM,Airport,221,Trip Completed
1709,12-07-2016,07:56:38,8:58:34 AM,City,292,Trip Completed
1710,12-07-2016,07:58:05,NA,City,NA,No Cars Available
1711,12-07-2016,07:59:31,NA,City,NA,No Cars Available
1712,12-07-2016,07:59:31,8:52:48 AM,Airport,67,Trip Completed
1713,12-07-2016,07:59:31,8:31:12 AM,Airport,220,Trip Completed
1714,12-07-2016,07:59:31,9:11:31 AM,Airport,272,Trip Completed
1715,12-07-2016,08:00:58,NA,City,NA,No Cars Available
1716,12-07-2016,08:00:58,NA,City,NA,No Cars Available
1717,12-07-2016,08:00:58,NA,City,NA,No Cars Available
1718,12-07-2016,08:00:58,NA,City,278,Cancelled
1719,12-07-2016,08:02:24,NA,City,NA,No Cars Available
1720,12-07-2016,08:02:24,NA,City,NA,No Cars Available
1721,12-07-2016,08:03:50,8:38:24 AM,City,55,Trip Completed
1722,12-07-2016,08:03:50,NA,City,63,Cancelled
1723,12-07-2016,08:03:50,NA,City,65,Cancelled
1724,12-07-2016,08:03:50,9:15:50 AM,City,271,Trip Completed
1725,12-07-2016,08:05:17,NA,City,246,Cancelled
1726,12-07-2016,08:06:43,NA,City,277,Cancelled
1727,12-07-2016,08:09:36,NA,City,NA,No Cars Available
1728,12-07-2016,08:09:36,NA,City,131,Cancelled
1729,12-07-2016,08:11:02,NA,City,NA,No Cars Available
1730,12-07-2016,08:11:02,NA,City,222,Cancelled
1731,12-07-2016,08:12:29,NA,City,NA,No Cars Available
1732,12-07-2016,08:12:29,NA,City,73,Cancelled
1733,12-07-2016,08:12:29,NA,City,102,Cancelled
1734,12-07-2016,08:12:29,NA,City,259,Cancelled
1735,12-07-2016,08:13:55,9:25:55 AM,City,250,Trip Completed
1736,12-07-2016,08:15:22,NA,City,NA,No Cars Available
1737,12-07-2016,08:15:22,NA,City,NA,No Cars Available
1738,12-07-2016,08:16:48,NA,City,132,Cancelled
1739,12-07-2016,08:16:48,NA,City,203,Cancelled
1740,12-07-2016,08:18:14,NA,City,NA,No Cars Available
1741,12-07-2016,08:18:14,8:52:48 AM,Airport,64,Trip Completed
1742,12-07-2016,08:18:14,NA,City,135,Cancelled
1743,12-07-2016,08:18:14,8:54:14 AM,Airport,295,Trip Completed
1744,12-07-2016,08:18:14,8:58:34 AM,City,298,Trip Completed
1745,12-07-2016,08:19:41,9:00:00 AM,City,172,Trip Completed
1746,12-07-2016,08:21:07,NA,City,NA,No Cars Available
1747,12-07-2016,08:21:07,NA,City,182,Cancelled
1748,12-07-2016,08:22:34,8:57:07 AM,City,89,Trip Completed
1749,12-07-2016,08:22:34,NA,City,160,Cancelled
1750,12-07-2016,08:24:00,NA,City,NA,No Cars Available
1751,12-07-2016,08:25:26,9:23:02 AM,Airport,269,Trip Completed
1752,12-07-2016,08:26:53,NA,City,NA,No Cars Available
1753,12-07-2016,08:26:53,NA,City,NA,No Cars Available
1754,12-07-2016,08:26:53,9:28:48 AM,City,118,Trip Completed
1755,12-07-2016,08:28:19,NA,City,168,Cancelled
1756,12-07-2016,08:29:46,9:12:58 AM,Airport,5,Trip Completed
1757,12-07-2016,08:29:46,NA,City,79,Cancelled
1758,12-07-2016,08:31:12,9:04:19 AM,Airport,105,Trip Completed
1759,12-07-2016,08:31:12,9:43:12 AM,Airport,126,Trip Completed
1760,12-07-2016,08:34:05,NA,City,NA,No Cars Available
1761,12-07-2016,08:34:05,NA,Airport,NA,No Cars Available
1762,12-07-2016,08:35:31,NA,City,210,Cancelled
1763,12-07-2016,08:36:58,NA,City,266,Cancelled
1764,12-07-2016,08:38:24,NA,City,NA,No Cars Available
1765,12-07-2016,08:39:50,NA,Airport,NA,No Cars Available
1766,12-07-2016,08:39:50,9:43:12 AM,Airport,43,Trip Completed
1767,12-07-2016,08:39:50,NA,City,70,Cancelled
1768,12-07-2016,08:41:17,NA,City,NA,No Cars Available
1769,12-07-2016,08:41:17,9:15:50 AM,City,8,Trip Completed
1770,12-07-2016,08:41:17,NA,City,28,Cancelled
1771,12-07-2016,08:41:17,9:12:58 AM,City,47,Trip Completed
1772,12-07-2016,08:42:43,9:18:43 AM,Airport,135,Trip Completed
1773,12-07-2016,08:42:43,9:57:36 AM,Airport,212,Trip Completed
1774,12-07-2016,08:42:43,9:46:05 AM,Airport,297,Trip Completed
1775,12-07-2016,08:45:36,9:43:12 AM,City,109,Trip Completed
1776,12-07-2016,08:47:02,NA,Airport,128,Cancelled
1777,12-07-2016,08:47:02,NA,City,131,Cancelled
1778,12-07-2016,08:47:02,NA,City,243,Cancelled
1779,12-07-2016,08:48:29,NA,Airport,NA,No Cars Available
1780,12-07-2016,08:49:55,9:36:00 AM,City,37,Trip Completed
1781,12-07-2016,08:49:55,NA,City,52,Cancelled
1782,12-07-2016,08:49:55,9:37:26 AM,Airport,241,Trip Completed
1783,12-07-2016,08:51:22,NA,City,NA,No Cars Available
1784,12-07-2016,08:51:22,NA,City,245,Cancelled
1785,12-07-2016,08:52:48,NA,City,NA,No Cars Available
1786,12-07-2016,08:52:48,9:46:05 AM,Airport,27,Trip Completed
1787,12-07-2016,08:52:48,NA,City,52,Cancelled
1788,12-07-2016,08:54:14,NA,City,220,Cancelled
1789,12-07-2016,08:55:41,NA,City,45,Cancelled
1790,12-07-2016,08:55:41,9:44:38 AM,Airport,75,Trip Completed
1791,12-07-2016,08:55:41,NA,City,215,Cancelled
1792,12-07-2016,08:57:07,NA,City,NA,No Cars Available
1793,12-07-2016,08:57:07,NA,City,163,Cancelled
1794,12-07-2016,08:58:34,NA,City,25,Cancelled
1795,12-07-2016,08:58:34,NA,City,141,Cancelled
1796,12-07-2016,08:58:34,NA,City,176,Cancelled
1797,12-07-2016,08:58:34,9:28:48 AM,Airport,177,Trip Completed
1798,12-07-2016,09:00:00,NA,City,248,Cancelled
1799,12-07-2016,09:01:26,NA,City,NA,No Cars Available
1800,12-07-2016,09:01:26,9:53:17 AM,City,94,Trip Completed
1801,12-07-2016,09:01:26,NA,City,138,Cancelled
1802,12-07-2016,09:01:26,10:12:00 AM,Airport,243,Trip Completed
1803,12-07-2016,09:02:53,NA,City,NA,No Cars Available
1804,12-07-2016,09:02:53,9:46:05 AM,Airport,18,Trip Completed
1805,12-07-2016,09:02:53,9:48:58 AM,Airport,73,Trip Completed
1806,12-07-2016,09:04:19,NA,City,NA,No Cars Available
1807,12-07-2016,09:04:19,9:53:17 AM,City,1,Trip Completed
1808,12-07-2016,09:04:19,10:13:26 AM,Airport,211,Trip Completed
1809,12-07-2016,09:05:46,9:48:58 AM,Airport,10,Trip Completed
1810,12-07-2016,09:05:46,9:47:31 AM,City,154,Trip Completed
1811,12-07-2016,09:05:46,10:00:29 AM,City,266,Trip Completed
1812,12-07-2016,09:08:38,10:00:29 AM,Airport,181,Trip Completed
1813,12-07-2016,09:10:05,NA,Airport,NA,No Cars Available
1814,12-07-2016,09:10:05,9:44:38 AM,City,38,Trip Completed
1815,12-07-2016,09:11:31,NA,City,97,Cancelled
1816,12-07-2016,09:12:58,9:53:17 AM,City,14,Trip Completed
1817,12-07-2016,09:12:58,NA,City,44,Cancelled
1818,12-07-2016,09:12:58,10:26:24 AM,Airport,116,Trip Completed
1819,12-07-2016,09:12:58,NA,City,138,Cancelled
1820,12-07-2016,09:15:50,NA,City,190,Cancelled
1821,12-07-2016,09:15:50,10:27:50 AM,Airport,199,Trip Completed
1822,12-07-2016,09:17:17,NA,City,NA,No Cars Available
1823,12-07-2016,09:18:43,NA,City,NA,No Cars Available
1824,12-07-2016,09:18:43,NA,City,NA,No Cars Available
1825,12-07-2016,09:18:43,NA,City,213,Cancelled
1826,12-07-2016,09:20:10,10:14:53 AM,City,4,Trip Completed
1827,12-07-2016,09:20:10,10:13:26 AM,Airport,147,Trip Completed
1828,12-07-2016,09:20:10,NA,City,172,Cancelled
1829,12-07-2016,09:20:10,10:10:34 AM,Airport,222,Trip Completed
1830,12-07-2016,09:21:36,10:23:31 AM,City,102,Trip Completed
1831,12-07-2016,09:21:36,NA,Airport,255,Cancelled
1832,12-07-2016,09:21:36,10:01:55 AM,Airport,287,Trip Completed
1833,12-07-2016,09:23:02,NA,City,192,Cancelled
1834,12-07-2016,09:23:02,NA,City,229,Cancelled
1835,12-07-2016,09:24:29,10:16:19 AM,Airport,36,Trip Completed
1836,12-07-2016,09:24:29,10:07:41 AM,Airport,173,Trip Completed
1837,12-07-2016,09:24:29,NA,City,227,Cancelled
1838,12-07-2016,09:25:55,10:00:29 AM,City,88,Trip Completed
1839,12-07-2016,09:25:55,10:37:55 AM,City,238,Trip Completed
1840,12-07-2016,09:27:22,NA,City,190,Cancelled
1841,12-07-2016,09:28:48,NA,City,20,Cancelled
1842,12-07-2016,09:30:14,10:07:41 AM,City,62,Trip Completed
1843,12-07-2016,09:30:14,NA,City,72,Cancelled
1844,12-07-2016,09:30:14,10:01:55 AM,City,114,Trip Completed
1845,12-07-2016,09:30:14,10:35:02 AM,Airport,134,Trip Completed
1846,12-07-2016,09:30:14,NA,City,237,Cancelled
1847,12-07-2016,09:33:07,NA,City,NA,No Cars Available
1848,12-07-2016,09:33:07,NA,City,130,Cancelled
1849,12-07-2016,09:33:07,10:17:46 AM,Airport,286,Trip Completed
1850,12-07-2016,09:34:34,10:09:07 AM,City,104,Trip Completed
1851,12-07-2016,09:34:34,10:48:00 AM,Airport,127,Trip Completed
1852,12-07-2016,09:36:00,10:48:00 AM,City,93,Trip Completed
1853,12-07-2016,09:36:00,NA,City,139,Cancelled
1854,12-07-2016,09:37:26,NA,City,142,Cancelled
1855,12-07-2016,09:38:53,NA,City,NA,No Cars Available
1856,12-07-2016,09:38:53,NA,Airport,NA,No Cars Available
1857,12-07-2016,09:38:53,NA,City,NA,No Cars Available
1858,12-07-2016,09:38:53,NA,City,264,Cancelled
1859,12-07-2016,09:40:19,NA,City,NA,No Cars Available
1860,12-07-2016,09:40:19,10:19:12 AM,City,193,Trip Completed
1861,12-07-2016,09:41:46,10:24:58 AM,City,226,Trip Completed
1862,12-07-2016,09:43:12,NA,Airport,NA,No Cars Available
1863,12-07-2016,09:43:12,NA,City,159,Cancelled
1864,12-07-2016,09:44:38,NA,City,109,Cancelled
1865,12-07-2016,09:44:38,10:43:41 AM,Airport,139,Trip Completed
1866,12-07-2016,09:44:38,NA,City,250,Cancelled
1867,12-07-2016,09:46:05,NA,Airport,3,Cancelled
1868,12-07-2016,09:46:05,NA,City,131,Cancelled
1869,12-07-2016,09:47:31,NA,City,NA,No Cars Available
1870,12-07-2016,09:47:31,10:27:50 AM,City,161,Trip Completed
1871,12-07-2016,09:47:31,NA,City,290,Cancelled
1872,12-07-2016,09:48:58,NA,City,NA,No Cars Available
1873,12-07-2016,09:48:58,10:32:10 AM,City,165,Trip Completed
1874,12-07-2016,09:48:58,10:29:17 AM,Airport,186,Trip Completed
1875,12-07-2016,09:50:24,NA,City,49,Cancelled
1876,12-07-2016,09:50:24,NA,City,261,Cancelled
1877,12-07-2016,09:51:50,NA,City,280,Cancelled
1878,12-07-2016,09:53:17,NA,City,NA,No Cars Available
1879,12-07-2016,09:53:17,NA,City,NA,No Cars Available
1880,12-07-2016,09:53:17,NA,City,9,Cancelled
1881,12-07-2016,09:53:17,NA,City,82,Cancelled
1882,12-07-2016,09:53:17,10:56:38 AM,Airport,233,Trip Completed
1883,12-07-2016,09:53:17,NA,City,282,Cancelled
1884,12-07-2016,09:56:10,NA,Airport,NA,No Cars Available
1885,12-07-2016,09:56:10,NA,City,20,Cancelled
1886,12-07-2016,09:56:10,10:26:24 AM,Airport,31,Trip Completed
1887,12-07-2016,09:56:10,NA,City,197,Cancelled
1888,12-07-2016,09:57:36,NA,City,149,Cancelled
1889,12-07-2016,10:00:29,11:06:43 AM,City,69,Trip Completed
1890,12-07-2016,10:03:22,11:05:17 AM,City,212,Trip Completed
1891,12-07-2016,10:06:14,11:03:50 AM,City,225,Trip Completed
1892,12-07-2016,10:07:41,NA,Airport,NA,No Cars Available
1893,12-07-2016,10:09:07,NA,City,168,Cancelled
1894,12-07-2016,10:10:34,NA,Airport,19,Cancelled
1895,12-07-2016,10:12:00,10:42:14 AM,City,21,Trip Completed
1896,12-07-2016,10:12:00,11:13:55 AM,Airport,137,Trip Completed
1897,12-07-2016,10:12:00,NA,City,142,Cancelled
1898,12-07-2016,10:13:26,NA,City,54,Cancelled
1899,12-07-2016,10:14:53,11:18:14 AM,City,252,Trip Completed
1900,12-07-2016,10:17:46,11:31:12 AM,City,22,Trip Completed
1901,12-07-2016,10:17:46,11:19:41 AM,Airport,242,Trip Completed
1902,12-07-2016,10:19:12,11:31:12 AM,City,131,Trip Completed
1903,12-07-2016,10:23:31,11:16:48 AM,City,185,Trip Completed
1904,12-07-2016,10:24:58,NA,City,NA,No Cars Available
1905,12-07-2016,10:26:24,NA,City,NA,No Cars Available
1906,12-07-2016,10:26:24,11:09:36 AM,Airport,51,Trip Completed
1907,12-07-2016,10:26:24,11:38:24 AM,City,119,Trip Completed
1908,12-07-2016,10:26:24,11:35:31 AM,Airport,205,Trip Completed
1909,12-07-2016,10:26:24,11:34:05 AM,Airport,286,Trip Completed
1910,12-07-2016,10:27:50,11:12:29 AM,Airport,193,Trip Completed
1911,12-07-2016,10:29:17,11:31:12 AM,Airport,65,Trip Completed
1912,12-07-2016,10:30:43,NA,Airport,NA,No Cars Available
1913,12-07-2016,10:32:10,NA,Airport,NA,No Cars Available
1914,12-07-2016,10:33:36,11:45:36 AM,Airport,56,Trip Completed
1915,12-07-2016,10:33:36,11:15:22 AM,City,78,Trip Completed
1916,12-07-2016,10:33:36,11:06:43 AM,Airport,144,Trip Completed
1917,12-07-2016,10:40:48,NA,City,NA,No Cars Available
1918,12-07-2016,10:43:41,11:58:34 AM,City,221,Trip Completed
1919,12-07-2016,10:48:00,12:00:00 PM,City,272,Trip Completed
1920,12-07-2016,10:48:00,11:48:29 AM,City,294,Trip Completed
